transaction_id;transaction_date;item_id;quantity;purchased_from;sold_to;transaction_type
DQ-02508;20 January 2021;OD0011;221;;RS DQLab;sell
DQ-02509;20 January 2021;OH0001;11;;RS DQLab;sell
DQ-02510;20 January 2021;OH0001;41;;RS DQLab;sell
DQ-02511;20 January 2021;OB0001;29;;RS DQLab;sell
DQ-02512;21 January 2021;OH0005;16;;RS DQLab;sell
DQ-02513;22 January 2021;OD0011;25;;RS DQLab;sell
DQ-02514;22 January 2021;OD0011;10;;RS DQLab;sell
DQ-02515;22 January 2021;OA0004;43;;RS DQLab;sell
DQ-02516;22 January 2021;OB0007;9;;RS DQLab;sell
DQ-02517;23 January 2021;OA0005;45;;RS DQLab;sell
DQ-02518;23 January 2021;OH0005;26;;RS DQLab;sell
DQ-02519;23 January 2021;OT0001;38;;RS DQLab;sell
DQ-02520;23 January 2021;OH0003;17;;RS DQLab;sell
DQ-02521;23 January 2021;OA0006;5;;RS DQLab;sell
DQ-02522;23 January 2021;OB0006;8;;RS DQLab;sell
DQ-02523;23 January 2021;OD0001;13;;RS DQLab;sell
DQ-02524;23 January 2021;OK0002;38;;RS DQLab;sell
DQ-02525;23 January 2021;OH0004;7;;RS DQLab;sell
DQ-02526;23 January 2021;OB0001;12;;RS DQLab;sell
DQ-02527;23 January 2021;OA0001;16;;RS DQLab;sell
DQ-02528;24 January 2021;OB0002;19;;RS DQLab;sell
DQ-02529;24 January 2021;OD0008;14;;RS DQLab;sell
DQ-02530;24 January 2021;OD0001;11;;RS DQLab;sell
DQ-02531;24 January 2021;OH0004;41;;RS DQLab;sell
DQ-02532;25 January 2021;OB0002;86;;RS DQLab;sell
DQ-02533;25 January 2021;OD0009;40;;RS DQLab;sell
DQ-02534;25 January 2021;OB0006;6;;RS DQLab;sell
DQ-02535;26 January 2021;OB0002;19;;RS DQLab;sell
DQ-02536;26 January 2021;OD0008;42;;RS DQLab;sell
DQ-02537;26 January 2021;OA0005;36;;RS DQLab;sell
DQ-02538;26 January 2021;OD0011;8;;RS DQLab;sell
DQ-02539;26 January 2021;OD0001;93;;RS DQLab;sell
DQ-02540;26 January 2021;OK0002;16;;RS DQLab;sell
DQ-02541;26 January 2021;OB0008;19;;RS DQLab;sell
DQ-02542;26 January 2021;OD0010;21;;RS DQLab;sell
DQ-02543;27 January 2021;OA0005;67;;RS DQLab;sell
DQ-02544;27 January 2021;OA0005;20;;RS DQLab;sell
DQ-02545;27 January 2021;OH0003;24;;RS DQLab;sell
DQ-02546;27 January 2021;OB0006;39;;RS DQLab;sell
DQ-02547;28 January 2021;OH0005;24;;RS DQLab;sell
DQ-02548;28 January 2021;OH0003;19;;RS DQLab;sell
DQ-02549;28 January 2021;OA0004;149;;RS DQLab;sell
DQ-02550;28 January 2021;OB0007;78;;RS DQLab;sell
DQ-02551;29 January 2021;OD0008;39;;RS DQLab;sell
DQ-02552;29 January 2021;OD0009;25;;RS DQLab;sell
DQ-02553;29 January 2021;OH0003;13;;RS DQLab;sell
DQ-02554;29 January 2021;OA0006;90;;RS DQLab;sell
DQ-02555;29 January 2021;OB0007;2;;RS DQLab;sell
DQ-02556;29 January 2021;OB0004;17;;RS DQLab;sell
DQ-02557;29 January 2021;OD0006;19;;RS DQLab;sell
DQ-02558;30 January 2021;OB0002;36;;RS DQLab;sell
DQ-02559;30 January 2021;OD0009;42;;RS DQLab;sell
DQ-02560;30 January 2021;OT0001;5;;RS DQLab;sell
DQ-02561;30 January 2021;OA0006;1;;RS DQLab;sell
DQ-02562;30 January 2021;OB0006;94;;RS DQLab;sell
DQ-02563;30 January 2021;OD0001;2;;RS DQLab;sell
DQ-02564;30 January 2021;OD0006;828;;RS DQLab;sell
DQ-02565;30 January 2021;OD0006;99;;RS DQLab;sell
DQ-02566;30 January 2021;OB0001;11;;RS DQLab;sell
DQ-02567;31 January 2021;OB0002;24;;RS DQLab;sell
DQ-02568;31 January 2021;OH0005;11;;RS DQLab;sell
DQ-02569;31 January 2021;OD0009;28;;RS DQLab;sell
DQ-02570;31 January 2021;OH0003;11;;RS DQLab;sell
DQ-02571;31 January 2021;OH0003;28;;RS DQLab;sell
DQ-02572;31 January 2021;OH0003;49;;RS DQLab;sell
DQ-02573;31 January 2021;OD0007;24;;RS DQLab;sell
DQ-02574;31 January 2021;OH0004;2;;RS DQLab;sell
DQ-02575;31 January 2021;OH0004;1;;RS DQLab;sell
DQ-02576;01 February 2021;OD0008;29;;RS DQLab;sell
DQ-02577;01 February 2021;OA0005;65;;RS DQLab;sell
DQ-02578;01 February 2021;OH0005;20;;RS DQLab;sell
DQ-02579;01 February 2021;OD0009;26;;RS DQLab;sell
DQ-02580;01 February 2021;OT0001;24;;RS DQLab;sell
DQ-02581;01 February 2021;OT0001;5;;RS DQLab;sell
DQ-02582;01 February 2021;OH0001;61;;RS DQLab;sell
DQ-02583;01 February 2021;OB0007;1000;DQLab-01;;buy
DQ-02584;01 February 2021;OD0008;2000;;;buy
DQ-02585;01 February 2021;OH0001;2000;DQLab-15;;buy
DQ-02586;01 February 2021;OH0005;1000;DQLab-09;;buy
DQ-02587;03 February 2021;OD0009;20;;RS DQLab;sell
DQ-02588;03 February 2021;OT0001;41;;RS DQLab;sell
DQ-02589;03 February 2021;OH0003;36;;RS DQLab;sell
DQ-02590;03 February 2021;OA0006;188;;RS DQLab;sell
DQ-02591;03 February 2021;OD0007;20;;RS DQLab;sell
DQ-02592;03 February 2021;OH0001;110;;RS DQLab;sell
DQ-02593;03 February 2021;OD0006;35;;RS DQLab;sell
DQ-02594;03 February 2021;OD0005;460;;RS DQLab;sell
DQ-02595;04 February 2021;OD0004;9;;RS DQLab;sell
DQ-02596;04 February 2021;OD0007;27;;RS DQLab;sell
DQ-02597;04 February 2021;OD0011;13;;RS DQLab;sell
DQ-02598;04 February 2021;OB0008;31;;RS DQLab;sell
DQ-02599;04 February 2021;OH0002;15;;RS DQLab;sell
DQ-02600;05 February 2021;OD0008;46;;RS DQLab;sell
DQ-02601;05 February 2021;OH0005;10;;RS DQLab;sell
DQ-02602;05 February 2021;OH0005;32;;RS DQLab;sell
DQ-02603;05 February 2021;OD0009;48;;RS DQLab;sell
DQ-02604;05 February 2021;OT0001;49;;RS DQLab;sell
DQ-02605;05 February 2021;OH0003;51;;RS DQLab;sell
DQ-02606;05 February 2021;OD0007;30;;RS DQLab;sell
DQ-02607;06 February 2021;OB0002;82;;RS DQLab;sell
DQ-02608;06 February 2021;OB0002;45;;RS DQLab;sell
DQ-02609;06 February 2021;OD0008;18;;RS DQLab;sell
DQ-02610;06 February 2021;OH0005;18;;RS DQLab;sell
DQ-02611;06 February 2021;OH0003;16;;RS DQLab;sell
DQ-02612;06 February 2021;OA0003;19;;RS DQLab;sell
DQ-02613;06 February 2021;OA0003;90;;RS DQLab;sell
DQ-02614;06 February 2021;OD0006;49;;RS DQLab;sell
DQ-02615;07 February 2021;OA0005;18;;RS DQLab;sell
DQ-02616;07 February 2021;OH0005;28;;RS DQLab;sell
DQ-02617;07 February 2021;OH0005;37;;RS DQLab;sell
DQ-02618;07 February 2021;OH0005;28;;RS DQLab;sell
DQ-02619;07 February 2021;OH0005;33;;RS DQLab;sell
DQ-02620;07 February 2021;OH0005;12;;RS DQLab;sell
DQ-02621;07 February 2021;OH0005;32;;RS DQLab;sell
DQ-02622;07 February 2021;OD0009;19;;RS DQLab;sell
DQ-02623;07 February 2021;OT0001;21;;RS DQLab;sell
DQ-02624;07 February 2021;OT0001;23;;RS DQLab;sell
DQ-02625;07 February 2021;OH0003;36;;RS DQLab;sell
DQ-02626;07 February 2021;OH0003;14;;RS DQLab;sell
DQ-02627;07 February 2021;OD0001;32;;RS DQLab;sell
DQ-02628;07 February 2021;OH0001;1499;;RS DQLab;sell
DQ-02629;07 February 2021;OA0001;69;;RS DQLab;sell
DQ-02630;09 February 2021;OB0002;55;;RS DQLab;sell
DQ-02631;09 February 2021;OT0001;34;;RS DQLab;sell
DQ-02632;09 February 2021;OD0007;2;;RS DQLab;sell
DQ-02633;09 February 2021;OB0006;10;;RS DQLab;sell
DQ-02634;09 February 2021;OB0006;22;;RS DQLab;sell
DQ-02635;09 February 2021;OA0004;36;;RS DQLab;sell
DQ-02636;09 February 2021;OD0010;7;;RS DQLab;sell
DQ-02637;10 February 2021;OD0008;41;;RS DQLab;sell
DQ-02638;10 February 2021;OH0005;36;;RS DQLab;sell
DQ-02639;10 February 2021;OD0009;12;;RS DQLab;sell
DQ-02640;10 February 2021;OT0001;49;;RS DQLab;sell
DQ-02641;10 February 2021;OD0007;1032;;RS DQLab;sell
DQ-02642;10 February 2021;OD0001;21;;RS DQLab;sell
DQ-02643;11 February 2021;OB0002;52;;RS DQLab;sell
DQ-02644;11 February 2021;OD0008;35;;RS DQLab;sell
DQ-02645;11 February 2021;OD0008;28;;RS DQLab;sell
DQ-02646;11 February 2021;OD0008;45;;RS DQLab;sell
DQ-02647;11 February 2021;OH0005;16;;RS DQLab;sell
DQ-02648;11 February 2021;OD0009;6;;RS DQLab;sell
DQ-02649;11 February 2021;OA0006;0;;RS DQLab;sell
DQ-02650;11 February 2021;OB0006;8;;RS DQLab;sell
DQ-02651;11 February 2021;OD0001;8;;RS DQLab;sell
DQ-02652;11 February 2021;OB0007;1360;;RS DQLab;sell
DQ-02653;11 February 2021;OB0004;45;;RS DQLab;sell
DQ-02654;12 February 2021;OD0008;2;;RS DQLab;sell
DQ-02655;12 February 2021;OA0005;40;;RS DQLab;sell
DQ-02656;12 February 2021;OD0009;52;;RS DQLab;sell
DQ-02657;12 February 2021;OH0004;89;;RS DQLab;sell
DQ-02658;13 February 2021;OB0003;15;;RS DQLab;sell
DQ-02659;13 February 2021;OD0008;41;;RS DQLab;sell
DQ-02660;13 February 2021;OD0008;72;;RS DQLab;sell
DQ-02661;13 February 2021;OA0005;72;;RS DQLab;sell
DQ-02662;13 February 2021;OT0001;14;;RS DQLab;sell
DQ-02663;13 February 2021;OH0003;4;;RS DQLab;sell
DQ-02664;13 February 2021;OH0003;5;;RS DQLab;sell
DQ-02665;13 February 2021;OK0002;0;;RS DQLab;sell
DQ-02666;14 February 2021;OB0002;48;;RS DQLab;sell
DQ-02667;14 February 2021;OA0005;27;;RS DQLab;sell
DQ-02668;14 February 2021;OD0001;6;;RS DQLab;sell
DQ-02669;14 February 2021;OA0004;10;;RS DQLab;sell
DQ-02670;14 February 2021;OB0004;8;;RS DQLab;sell
DQ-02671;14 February 2021;OH0002;40;;RS DQLab;sell
DQ-02672;15 February 2021;OA0005;24;;RS DQLab;sell
DQ-02673;15 February 2021;OD0009;43;;RS DQLab;sell
DQ-02674;15 February 2021;OT0001;47;;RS DQLab;sell
DQ-02675;15 February 2021;OD0001;18;;RS DQLab;sell
DQ-02676;15 February 2021;OK0002;73;;RS DQLab;sell
DQ-02677;15 February 2021;OH0006;33;;RS DQLab;sell
DQ-02678;15 February 2021;OH0002;18;;RS DQLab;sell
DQ-02679;16 February 2021;OB0002;27;;RS DQLab;sell
DQ-02680;16 February 2021;OA0006;49;;RS DQLab;sell
DQ-02681;17 February 2021;OB0002;38;;RS DQLab;sell
DQ-02682;17 February 2021;OD0008;70;;RS DQLab;sell
DQ-02683;17 February 2021;OD0011;3;;RS DQLab;sell
DQ-02684;17 February 2021;OA0003;30;;RS DQLab;sell
DQ-02685;18 February 2021;OB0002;67;;RS DQLab;sell
DQ-02686;18 February 2021;OH0005;4;;RS DQLab;sell
DQ-02687;18 February 2021;OD0009;6;;RS DQLab;sell
DQ-02688;18 February 2021;OT0001;44;;RS DQLab;sell
DQ-02689;18 February 2021;OB0007;148;;RS DQLab;sell
DQ-02690;18 February 2021;OD0005;76;;RS DQLab;sell
DQ-02691;19 February 2021;OD0007;123;;RS DQLab;sell
DQ-02692;19 February 2021;OD0001;10;;RS DQLab;sell
DQ-02693;19 February 2021;OA0004;3;;RS DQLab;sell
DQ-02694;19 February 2021;OA0003;19;;RS DQLab;sell
DQ-02695;19 February 2021;OA0003;115;;RS DQLab;sell
DQ-02696;19 February 2021;OA0003;46;;RS DQLab;sell
DQ-02697;19 February 2021;OD0006;5;;RS DQLab;sell
DQ-02698;20 February 2021;OA0005;49;;RS DQLab;sell
DQ-02699;20 February 2021;OD0009;25;;RS DQLab;sell
DQ-02700;20 February 2021;OT0001;32;;RS DQLab;sell
DQ-02701;21 February 2021;OB0002;24;;RS DQLab;sell
DQ-02702;21 February 2021;OB0002;29;;RS DQLab;sell
DQ-02703;21 February 2021;OD0008;28;;RS DQLab;sell
DQ-02704;21 February 2021;OH0005;40;;RS DQLab;sell
DQ-02705;21 February 2021;OD0009;11;;RS DQLab;sell
DQ-02706;21 February 2021;OA0003;16;;RS DQLab;sell
DQ-02707;21 February 2021;OA0003;210;;RS DQLab;sell
DQ-02708;21 February 2021;OB0001;59;;RS DQLab;sell
DQ-02709;22 February 2021;OT0002;13;;RS DQLab;sell
DQ-02710;22 February 2021;OB0002;72;;RS DQLab;sell
DQ-02711;22 February 2021;OT0001;20;;RS DQLab;sell
DQ-02712;22 February 2021;OD0001;8;;RS DQLab;sell
DQ-02713;22 February 2021;OK0002;47;;RS DQLab;sell
DQ-02714;22 February 2021;OK0002;3;;RS DQLab;sell
DQ-02715;22 February 2021;OB0007;96;;RS DQLab;sell
DQ-02716;22 February 2021;OD0005;8;;RS DQLab;sell
DQ-02717;23 February 2021;OA0005;34;;RS DQLab;sell
DQ-02718;23 February 2021;OD0009;22;;RS DQLab;sell
DQ-02719;23 February 2021;OD0009;44;;RS DQLab;sell
DQ-02720;23 February 2021;OT0001;44;;RS DQLab;sell
DQ-02721;23 February 2021;OD0011;31;;RS DQLab;sell
DQ-02722;24 February 2021;OD0008;63;;RS DQLab;sell
DQ-02723;24 February 2021;OD0009;23;;RS DQLab;sell
DQ-02724;24 February 2021;OD0009;34;;RS DQLab;sell
DQ-02725;24 February 2021;OD0011;1;;RS DQLab;sell
DQ-02726;24 February 2021;OH0001;15;;RS DQLab;sell
DQ-02727;25 February 2021;OB0002;40;;RS DQLab;sell
DQ-02728;25 February 2021;OB0002;91;;RS DQLab;sell
DQ-02729;25 February 2021;OH0003;52;;RS DQLab;sell
DQ-02730;25 February 2021;OA0006;29;;RS DQLab;sell
DQ-02731;25 February 2021;OD0011;74;;RS DQLab;sell
DQ-02732;25 February 2021;OB0004;136;;RS DQLab;sell
DQ-02733;26 February 2021;OD0008;42;;RS DQLab;sell
DQ-02734;26 February 2021;OA0005;47;;RS DQLab;sell
DQ-02735;26 February 2021;OA0006;1;;RS DQLab;sell
DQ-02736;26 February 2021;OA0004;5;;RS DQLab;sell
DQ-02737;27 February 2021;OA0005;12;;RS DQLab;sell
DQ-02738;27 February 2021;OD0009;8;;RS DQLab;sell
DQ-02739;27 February 2021;OA0006;65;;RS DQLab;sell
DQ-02740;27 February 2021;OB0006;18;;RS DQLab;sell
DQ-02741;27 February 2021;OK0002;11;;RS DQLab;sell
DQ-02742;27 February 2021;OA0001;30;;RS DQLab;sell
DQ-02743;28 February 2021;OD0008;55;;RS DQLab;sell
DQ-02744;28 February 2021;OD0008;54;;RS DQLab;sell
DQ-02745;28 February 2021;OA0005;65;;RS DQLab;sell
DQ-02746;28 February 2021;OH0005;39;;RS DQLab;sell
DQ-02747;28 February 2021;OH0003;29;;RS DQLab;sell
DQ-02748;28 February 2021;OA0006;17;;RS DQLab;sell
DQ-02749;28 February 2021;OD0006;11;;RS DQLab;sell
DQ-02750;28 February 2021;OH0002;85;;RS DQLab;sell
DQ-02751;01 March 2021;OB0002;37;;RS DQLab;sell
DQ-02752;01 March 2021;OD0008;50;;RS DQLab;sell
DQ-02753;01 March 2021;OA0005;57;;RS DQLab;sell
DQ-02754;01 March 2021;OH0005;41;;RS DQLab;sell
DQ-02755;01 March 2021;OT0001;12;;RS DQLab;sell
DQ-02756;01 March 2021;OH0001;5;;RS DQLab;sell
DQ-02757;01 March 2021;OB0004;27;;RS DQLab;sell
DQ-02758;01 March 2021;OA0003;2000;DQLab14;;buy
DQ-02759;01 March 2021;OA0005;2000;DQLab13;;buy
DQ-02760;01 March 2021;OA0006;2000;DQLab-01;;buy
DQ-02761;01 March 2021;OB0002;3000;DQLab-01;;buy
DQ-02762;01 March 2021;OD0005;1000;DQLab-16;;buy
DQ-02763;01 March 2021;OD0009;1000;DQLab--10;;buy
DQ-02764;01 March 2021;OD0010;1000;DQLab-12;;buy
DQ-02765;01 March 2021;OT0001;1000;DQLab-02;;buy
DQ-02766;02 March 2021;OB0002;40;;RS DQLab;sell
DQ-02767;02 March 2021;OB0002;2;;RS DQLab;sell
DQ-02768;02 March 2021;OB0002;21;;RS DQLab;sell
DQ-02769;02 March 2021;OD0008;24;;RS DQLab;sell
DQ-02770;02 March 2021;OD0008;31;;RS DQLab;sell
DQ-02771;02 March 2021;OT0001;28;;RS DQLab;sell
DQ-02772;02 March 2021;OD0011;51;;RS DQLab;sell
DQ-02773;02 March 2021;OH0004;1;;RS DQLab;sell
DQ-02774;03 March 2021;OB0002;76;;RS DQLab;sell
DQ-02775;03 March 2021;OD0008;11;;RS DQLab;sell
DQ-02776;03 March 2021;OD0009;24;;RS DQLab;sell
DQ-02777;03 March 2021;OT0001;33;;RS DQLab;sell
DQ-02778;03 March 2021;OA0006;74;;RS DQLab;sell
DQ-02779;03 March 2021;OH0001;17;;RS DQLab;sell
DQ-02780;04 March 2021;OB0002;46;;RS DQLab;sell
DQ-02781;04 March 2021;OD0008;53;;RS DQLab;sell
DQ-02782;04 March 2021;OA0005;62;;RS DQLab;sell
DQ-02783;04 March 2021;OD0009;7;;RS DQLab;sell
DQ-02784;04 March 2021;OA0004;15;;RS DQLab;sell
DQ-02785;05 March 2021;OB0002;60;;RS DQLab;sell
DQ-02786;05 March 2021;OD0008;14;;RS DQLab;sell
DQ-02787;05 March 2021;OA0005;33;;RS DQLab;sell
DQ-02788;05 March 2021;OH0005;40;;RS DQLab;sell
DQ-02789;05 March 2021;OH0005;15;;RS DQLab;sell
DQ-02790;05 March 2021;OT0001;48;;RS DQLab;sell
DQ-02791;05 March 2021;OD0011;64;;RS DQLab;sell
DQ-02792;05 March 2021;OA0004;140;;RS DQLab;sell
DQ-02793;06 March 2021;OD0008;75;;RS DQLab;sell
DQ-02794;06 March 2021;OD0008;5;;RS DQLab;sell
DQ-02795;06 March 2021;OH0003;48;;RS DQLab;sell
DQ-02796;06 March 2021;OA0003;1;;RS DQLab;sell
DQ-02797;06 March 2021;OB0008;3;;RS DQLab;sell
DQ-02798;07 March 2021;OA0005;25;;RS DQLab;sell
DQ-02799;07 March 2021;OA0003;219;;RS DQLab;sell
DQ-02800;07 March 2021;OD0006;23;;RS DQLab;sell
DQ-02801;07 March 2021;OD0006;33;;RS DQLab;sell
DQ-02802;08 March 2021;OB0002;70;;RS DQLab;sell
DQ-02803;08 March 2021;OB0002;96;;RS DQLab;sell
DQ-02804;08 March 2021;OA0005;22;;RS DQLab;sell
DQ-02805;08 March 2021;OT0001;35;;RS DQLab;sell
DQ-02806;08 March 2021;OT0001;20;;RS DQLab;sell
DQ-02807;08 March 2021;OH0003;9;;RS DQLab;sell
DQ-02808;08 March 2021;OD0011;80;;RS DQLab;sell
DQ-02809;08 March 2021;OH0006;79;;RS DQLab;sell
DQ-02810;09 March 2021;OB0002;66;;RS DQLab;sell
DQ-02811;09 March 2021;OD0007;6;;RS DQLab;sell
DQ-02812;09 March 2021;OH0001;1;;RS DQLab;sell
DQ-02813;09 March 2021;OB0004;24;;RS DQLab;sell
DQ-02814;09 March 2021;OH0004;15;;RS DQLab;sell
DQ-02815;09 March 2021;OH0002;93;;RS DQLab;sell
DQ-02816;09 March 2021;OD0010;115;;RS DQLab;sell
DQ-02817;10 March 2021;OD0008;72;;RS DQLab;sell
DQ-02818;10 March 2021;OT0001;48;;RS DQLab;sell
DQ-02819;10 March 2021;OH0003;28;;RS DQLab;sell
DQ-02820;10 March 2021;OD0007;20;;RS DQLab;sell
DQ-02821;10 March 2021;OB0006;8;;RS DQLab;jual
DQ-02822;10 March 2021;OD0001;91;;RS DQLab;sell
DQ-02823;10 March 2021;OA0003;52;;RS DQLab;sell
DQ-02824;11 March 2021;OD0008;21;;RS DQLab;sell
DQ-02825;11 March 2021;OD0008;56;;RS DQLab;sell
DQ-02826;11 March 2021;OD0008;5;;RS DQLab;sell
DQ-02827;11 March 2021;OD0008;2;;RS DQLab;sell
DQ-02828;11 March 2021;OH0005;2;;RS DQLab;sell
DQ-02829;11 March 2021;OH0005;24;;RS DQLab;sell
DQ-02830;12 March 2021;OB0002;37;;RS DQLab;sell
DQ-02831;12 March 2021;OA0005/;35;;RS DQLab;sell
DQ-02832;12 March 2021;OH0005;40;;RS DQLab;sell
DQ-02833;12 March 2021;OD0009;30;;RS DQLab;sell
DQ-02834;12 March 2021;OB0006;78;;RS DQLab;sell
DQ-02835;12 March 2021;OH0004;117;;RS DQLab;sell
DQ-02836;12 March 2021;OD0010;196;;RS DQLab;sell
DQ-02837;13 March 2021;OB0002;20;;RS DQLab;sell
DQ-02838;13 March 2021;OH0003;39;;RS DQLab;sell
DQ-02839;13 March 2021;OD0011;213;;RS DQLab;sell
DQ-02840;13 March 2021;OA0003;16;;RS DQLab;sell
DQ-02841;13 March 2021;OH0006;39;;RS DQLab;sell
DQ-02842;13 March 2021;OD0005;281;;RS DQLab;sell
DQ-02843;14 March 2021;OH0005;8;;RS DQLab;sell
DQ-02844;14 March 2021;OD0009;7;;RS DQLab;sell
DQ-02845;14 March 2021;OT0001;30;;RS DQLab;sell
DQ-02846;14 March 2021;OK0002;57;;RS DQLab;sell
DQ-02847;14 March 2021;OB0007;84;;RS DQLab;sell
DQ-02848;14 March 2021;OH0006;68;;RS DQLab;sell
DQ-02849;14 March 2021;OH0002;17;;RS DQLab;sell
DQ-02850;15 March 2021;OA0005;37;;RS DQLab;sell
DQ-02851;15 March 2021;OA0006;6;;RS DQLab;sell
DQ-02852;15 March 2021;OH0006;42;;RS DQLab;sell
DQ-02853;15 March 2021;OD0005;9;;RS DQLab;sell
DQ-02854;16 March 2021;OB0002;40;;RS DQLab;sell
DQ-02855;16 March 2021;OD0008;21;;RS DQLab;sell
DQ-02856;16 March 2021;OD0008;8;;RS DQLab;sell
DQ-02857;16 March 2021;OD0009;26;;RS DQLab;sell
DQ-02858;16 March 2021;OH0003;23;;RS DQLab;sell
DQ-02859;16 March 2021;OB0006;9;;RS DQLab;sell
DQ-02860;17 March 2021;OD0008;3;;RS DQLab;sell
DQ-02861;17 March 2021;OH0005;49;;RS DQLab;sell
DQ-02862;17 March 2021;OH0003;7;;RS DQLab;sell
DQ-02863;17 March 2021;OH0003;27;;RS DQLab;sell
DQ-02864;17 March 2021;OA0006;37;;RS DQLab;sell
DQ-02865;17 March 2021;OK0002;2;;RS DQLab;sell
DQ-02866;17 March 2021;OB0001;42;;RS DQLab;sell
DQ-02867;18 March 2021;OB0002;66;;RS DQLab;sell
DQ-02868;18 March 2021;OD0008;13;;RS DQLab;sell
DQ-02869;18 March 2021;OH0005;34;;RS DQLab;sell
DQ-02870;18 March 2021;OK0002;5;;RS DQLab;sell
DQ-02871;18 March 2021;OA0004;4;;RS DQLab;sell
DQ-02872;18 March 2021;OH0004;28;;RS DQLab;sell
DQ-02873;18 March 2021;OD0005;7;;RS DQLab;sell
DQ-02874;18 March 2021;OD0010;75;;RS DQLab;sell
DQ-02875;19 March 2021;OD0008;21;;RS DQLab;sell
DQ-02876;19 March 2021;OH0005;8;;RS DQLab;sell
DQ-02877;19 March 2021;OD0009;25;;RS DQLab;sell
DQ-02878;19 March 2021;OH0003;34;;RS DQLab;sell
DQ-02879;19 March 2021;OA0003;11;;RS DQLab;sell
DQ-02880;20 March 2021;OB0002;25;;RS DQLab;sell
DQ-02881;20 March 2021;OD0009;16;;RS DQLab;sell
DQ-02882;20 March 2021;OT0001;37;;RS DQLab;sell
DQ-02883;20 March 2021;OA0006;35;;RS DQLab;sell
DQ-02884;20 March 2021;OB0001;136;;RS DQLab;sell
DQ-02885;21 March 2021;OB0002;21;;RS DQLab;sell
DQ-02886;21 March 2021;OB0002;28;;RS DQLab;sell
DQ-02887;21 March 2021;OD0008;42;;RS DQLab;sell
DQ-02888;21 March 2021;OH0005;52;;RS DQLab;sell
DQ-02889;21 March 2021;OH0003;30;;RS DQLab;sell
DQ-02890;21 March 2021;OA0006;35;;RS DQLab;sell
DQ-02891;21 March 2021;OH0004;54;;RS DQLab;sell
DQ-02892;22 March 2021;OD0009;12;;RS DQLab;sell
DQ-02893;22 March 2021;OK0002;27;;RS DQLab;sell
DQ-02894;23 March 2021;OB0002;16;;RS DQLab;sell
DQ-02895;23 March 2021;OB0002;76;;RS DQLab;sell
DQ-02896;23 March 2021;OA0005;23;;RS DQLab;sell
DQ-02897;23 March 2021;OD0009;36;;RS DQLab;sell
DQ-02898;23 March 2021;OT0001;45;;RS DQLab;sell
DQ-02899;23 March 2021;OD0007;8;;RS DQLab;sell
DQ-02900;24 March 2021;OB0002;36;;RS DQLab;sell
DQ-02901;24 March 2021;OD0008;50;;RS DQLab;sell
DQ-02902;24 March 2021;OD0009;50;;RS DQLab;sell
DQ-02903;24 March 2021;OD0007;28;;RS DQLab;sell
DQ-02904;24 March 2021;OD0001;4;;RS DQLab;sell
DQ-02905;25 March 2021;OB0002;52;;RS DQLab;sell
DQ-02906;25 March 2021;OA0005;18;;RS DQLab;sell
DQ-02907;25 March 2021;OH0003;10;;RS DQLab;sell
DQ-02908;25 March 2021;OD0001;16;;RS DQLab;sell
DQ-02909;25 March 2021;OH0004;384;;RS DQLab;sell
DQ-02910;26 March 2021;OD0008;38;;RS DQLab;sell
DQ-02911;26 March 2021;OD0008;23;;RS DQLab;sell
DQ-02912;26 March 2021;OH0005;44;;RS DQLab;sell
DQ-02913;26 March 2021;OD0009;12;;RS DQLab;sell
DQ-02914;26 March 2021;OT0001;22;;RS DQLab;sell
DQ-02915;26 March 2021;OD0007;15;;RS DQLab;sell
DQ-02916;26 March 2021;OD0007;30;;RS DQLab;sell
DQ-02917;26 March 2021;OB0004;34;;RS DQLab;sell
DQ-02918;27 March 2021;OD0004;17;;RS DQLab;sell
DQ-02919;27 March 2021;OA0006;3;;RS DQLab;sell
DQ-02920;27 March 2021;OD0007;3;;RS DQLab;sell
DQ-02921;27 March 2021;OD0001;4;;RS DQLab;sell
DQ-02922;27 March 2021;OK0002;73;;RS DQLab;sell
DQ-02923;27 March 2021;OH0001;7;;RS DQLab;sell
DQ-02924;27 March 2021;OA0001;50;;RS DQLab;sell
DQ-02925;28 March 2021;OB0002;30;;RS DQLab;sell
DQ-02926;28 March 2021;OA0003;2;;RS DQLab;sell
DQ-02927;28 March 2021;OD0006;20;;RS DQLab;sell
DQ-02928;28 March 2021;OB0001;342;;RS DQLab;sell
DQ-02929;29 March 2021;OB0002;83;;RS DQLab;sell
DQ-02930;29 March 2021;OB0002;2;;RS DQLab;sell
DQ-02931;29 March 2021;OD0009;47;;RS DQLab;sell
DQ-02932;29 March 2021;OD0009;44;;RS DQLab;sell
DQ-02933;29 March 2021;OT0001;47;;RS DQLab;sell
DQ-02934;29 March 2021;OH0003;2;;RS DQLab;sell
DQ-02935;29 March 2021;OD0011;325;;RS DQLab;sell
DQ-02936;29 March 2021;OK0002;3;;RS DQLab;sell
DQ-02937;29 March 2021;OA0003;53;;RS DQLab;sell
DQ-02938;29 March 2021;OD0006;4;;RS DQLab;sell
DQ-02939;30 March 2021;OB0002;80;;RS DQLab;sell
DQ-02940;31 March 2021;OB0002;57;;RS DQLab;sell
DQ-02941;31 March 2021;OD0008;59;;RS DQLab;sell
DQ-02942;31 March 2021;OA0005;5;;RS DQLab;sell
DQ-02943;31 March 2021;OD0009;30;;RS DQLab;sell
